xypos8461	the students that dance follow the man	0.0739234285714 0.326441714286 -0.374414285714 -0.321649428571 0.410108142857 0.0745051428571 -0.398014285714 -0.122854285714 -0.169139208571 -0.0149300142857 0.0778734285714 -0.0994942857143 -0.275564285714 0.175726857143 0.252659114286 -0.0576477142857 0.0882198571429 0.0724642857143 -0.339334142857 -0.352514285714 0.0701625714286 0.408047285714 0.068963 0.219654285714 0.200775714286 -1.69059714286 -0.656185714286 -0.180658285714 -0.302372285714 -0.475307142857 3.37954285714 0.105207142857 -0.405767142857 -0.412835 0.112594894286 0.00618711428571 0.228427142857 -0.0907657142857 -0.0367895714286 -0.014349 -0.337236285714 -0.0358728571429 -0.141167142857 0.210620857143 0.160038571429 -0.0970895714286 0.0726656857143 -0.271444714286 -0.165658714286 -0.189365114286
xypos3572	the lawyer that is followed by the scientist was not being met by the doctor	0.337895133333 0.0768579333333 -0.19002524 -0.0672156 0.384684666667 0.276774866667 -0.615305073333 -0.0209949333333 -0.193166046 -0.170485333333 0.284458266667 0.229051333333 -0.5131196 -0.0157372666667 0.4313781 0.0602303933333 -0.0375509333333 -0.0807993333333 -0.4580146 -0.0384552 0.00996126666667 0.282166533333 0.200199066667 -0.128537333333 0.119983866667 -1.957 -0.353612333333 -0.0895603333333 -0.358634066667 0.0200041333333 3.11884933333 -0.500088 -0.312516666667 -0.577114466667 0.054989426 -0.12173002 0.223091466667 0.169113933333 0.1340528 0.0102372 -0.0896755333333 0.3245408 -0.171644328667 -0.0561262 0.0309594666667 -0.09168702 -0.40815702 -0.1198416 -0.00499066666667 -0.0868909866667
xypos7504	the professor that followed the doctors is not meeting the women	0.281933545455 0.315981272727 -0.403345781818 -0.063517 0.326604545455 0.195673090909 -0.3725161 -0.0883585454545 -0.0543473354545 -0.320740181818 0.243145818182 -0.0942127272727 -0.373397363636 0.00526463636364 0.372639318182 0.186702636364 -0.0261590909091 -0.115091909091 -0.286602090909 -0.139705818182 -0.0228066363636 0.228361818182 0.186960963636 -0.02156 0.0693487818182 -1.86160909091 -0.415620363636 -0.120670454545 -0.499433727273 -0.118669454545 3.37531818182 0.00927909090909 -0.429973 -0.557977 -0.0162554190909 -0.216974118182 0.205071818182 0.233629818182 0.202247636364 0.0235045454545 -0.355889909091 0.0752136363636 -0.0422609090909 0.161364 0.166204181818 0.0684637272727 -0.158073209091 0.0496118181818 -0.119991909091 -0.0637578
xypos681	the students that the lawyer does not meet sleep	0.249353333333 0.267655111111 -0.100447955556 -0.169808333333 0.400052222222 0.0269508888889 -0.290671777778 0.0603895555556 -0.10822894 -0.131850555556 0.0882175555556 0.124690666667 -0.283905555556 -0.0577311111111 0.562200111111 0.363885111111 0.0782854444444 -0.0912814777778 0.00722966666667 -0.453291444444 -0.0290057777778 0.452014444444 0.152744111111 0.0997522222222 0.161926333333 -1.78163444444 -0.279201111111 -0.215081777778 -0.145322 -0.219348111111 3.22774444444 0.150915555556 -0.597994444444 -0.591798777778 0.0843049177778 -0.136684466667 0.286138666667 0.00899733333333 0.324657 -0.0352587777778 -0.283700777778 0.158741111111 -0.0203144444444 0.395186222222 0.103734333333 -0.0329292222222 -0.149650022222 -0.0294037777778 -0.111371 0.186664355556
xypos3899	the lawyers were meeting the women that were not recommended by the students	0.326241538462 0.0280915384615 -0.108787869231 -0.225229846154 0.275131538462 0.129518923077 -0.494714692308 -0.0903403076923 -0.273336976154 -0.375179153846 0.0874376153846 -0.176712615385 -0.316243230769 -0.129003076923 0.477793192308 0.0532041538462 -0.0748969230769 -0.208730846154 -0.263814846154 -0.491112692308 0.170689769231 0.325151076923 0.417504615385 -0.111374884615 -0.1529068 -1.64920769231 -0.290024615385 -0.258474846154 -0.544382923077 -0.231452307692 3.41315384615 0.131686153846 -0.361067692308 -0.650761538462 0.192084260769 -0.135827407692 0.311402307692 0.0752553846154 -0.115261230769 0.0820661538462 -0.386746692308 0.0185215384615 0.225573846154 0.312982230769 0.127673846154 -0.103351769231 -0.501416561538 0.0669859230769 -0.186436307692 -0.315006676923
xypos5523	the lawyer was meeting the professors that were sleeping	0.356632 0.104905 -0.202283333333 -0.221913111111 0.424283777778 0.0460551111111 -0.566921111111 0.00791666666667 -0.386963384444 -0.401332555556 0.0255951111111 -0.0753728555556 -0.405805444444 0.00250144444444 0.449364555556 0.0445731111111 -0.146311777778 -0.0262022222222 -0.311224333333 -0.264375333333 0.173180222222 0.533051111111 0.219684444444 -0.128822222222 -0.0310744444444 -1.62237333333 -0.233867777778 -0.0692963333333 -0.488980888889 -0.0462543333333 2.91701111111 -0.114481111111 -0.340052666667 -0.50172 0.208501473333 -0.0505822444444 0.283245444444 0.135045888889 0.221127888889 0.156375666667 -0.303505555556 0.184212777778 -0.00708411111111 0.275740666667 0.0848404444444 -0.062722 -0.486321133333 -0.0667623333333 -0.0862347777778 -0.236607088889
xypos4141	the doctor that was followed by the professor was recommended by the man	0.205512230769 0.0770995384615 -0.275629230769 -0.218369 0.33887 0.325599538462 -0.571596923077 -0.131552307692 -0.150688514615 -0.245657230769 0.301154538462 0.200116153846 -0.544924230769 -0.0586760769231 0.375413269231 -0.0509951538462 -0.211306923077 -0.0845284615385 -0.626046846154 0.0509408461538 0.103925461538 0.263946 0.1756512 -0.264556923077 0.0576880769231 -1.91120769231 -0.345149538462 -0.0964382307692 -0.413762846154 0.0506299230769 3.10063846154 -0.472783076923 -0.245481769231 -0.495286692308 0.101724337692 -0.0382997923077 0.307241538462 0.203840923077 0.253161538462 0.0283761538462 -0.106934615385 0.264344923077 -0.194172307692 -0.101708846154 -0.00146515384615 -0.081421 -0.240373484615 -0.231221769231 0.062505 -0.134597292308
xypos3510	the scientists that were not being helped by the man were not called by the doctor	0.522985875 -0.1297855 0.025558925 -0.254254875 0.31563458125 0.2717726875 -0.657744375 -0.086018 -0.220384855625 -0.13141779375 0.3028001875 0.214031625 -0.4223953125 0.023024375 0.43508440625 0.13128025 0.0796659375 -0.11812825 -0.50633125 -0.2744689375 -0.0804989375 0.22439475 0.4354969375 -0.154408125 0.0772268125 -1.85360625 -0.5232329375 -0.1176556875 -0.16623675 -0.2131981875 3.38649375 -0.15914125 -0.27830125 -0.62173375 0.090881024375 -0.00123733125 0.213688125 0.0557863125 0.00580275 -0.003525875 -0.2410239375 0.13651125 0.040649941875 0.1566361875 0.14084575 -0.057266375 -0.49382333125 -0.0863620625 -0.062564625 -0.327129675
xypos6585	the doctors were not being helped by the scientist that was not met by the students	0.380558625 -0.034094375 0.0166911125 -0.3306390625 0.24632833125 0.1891773125 -0.703156875 -0.0448705 -0.283374855625 -0.1720083125 0.294685625 0.130469375 -0.40061625 -0.091685 0.38332134375 0.13722474375 -0.0162876875 -0.08758 -0.3929886875 -0.219497875 0.0276905625 0.31793975 0.344565625 -0.16704125 0.0949514375 -1.84075 -0.3505460625 -0.23774575 -0.34720425 -0.12852125 3.3327025 -0.112115625 -0.292485 -0.6865575 0.104979149375 -0.04802376875 0.2283489375 0.180001875 0.084016375 0.029770625 -0.259665 0.1393295 0.011111191875 0.104701125 0.1339955 -0.09330470625 -0.47212770625 -0.0320633125 -0.122224625 -0.2262084875
xypos6648	the woman is not being followed by the men that are called by the lawyer	0.3467826 0.0756343333333 -0.181263906667 -0.0133624666667 0.440343466667 0.379835266667 -0.49145254 -0.0888802666667 -0.189788046 -0.209843046667 0.1996884 0.0522533333333 -0.446553933333 -0.0394978 0.4500447 0.0507949333333 0.0460202666667 -0.0992813333333 -0.4059244 -0.289501 -0.113196866667 0.214400533333 0.2663262 0.0411153333333 -0.0068508 -1.87462266667 -0.446162333333 0.0159336666667 -0.1875962 -0.180385133333 3.38942 -0.289955333333 -0.258098666667 -0.494636942667 0.034535426 -0.10038562 0.192547666667 0.00197841333333 -0.0802150666667 -0.0222144 -0.1750568 0.210144333333 -0.0187083286667 0.1221922 0.0768508 -0.1417548 -0.460599686667 -0.2504894 -0.021364 -0.219502986667
xypos4381	the doctor that recommends the professors was not called by the scientist	0.306114833333 0.0825708333333 -0.145934883333 -0.246372083333 0.30572325 0.1841055 -0.4669875 -0.1927345 -0.0785308908333 -0.194221391667 0.244270583333 0.237079166667 -0.29924375 0.0834401666667 0.332612541667 0.078803825 -0.0269870833333 0.00543833333333 -0.33041 -0.09724025 0.0387024166667 0.223650333333 0.213789166667 -0.0895435 0.0932073333333 -1.82484416667 -0.4330325 -0.205485416667 -0.456555666667 -0.0571836666667 2.89813666667 -0.380278333333 -0.474487 -0.6115515 0.0268271991667 -0.0570716083333 0.189738333333 0.145666 0.305914333333 0.0231558333333 -0.0652999166667 0.191602083333 -0.0754283333333 0.1669115 0.133572666667 -0.007064525 -0.174686275 0.0989389166667 -0.0430659166667 -0.0166744
xypos6790	the scientists that were met by the doctors are not recommending the lawyer	0.578290769231 -0.0911305384615 -0.0768072 -0.217267538462 0.224054461538 0.191986846154 -0.582895384615 0.00222892307692 -0.174812360769 -0.220683384615 0.200454076923 0.122436615385 -0.27491 0.0372373769231 0.4060555 0.189515692308 0.0443400769231 -0.256026307692 -0.219261461538 -0.428029923077 0.0135651538462 0.268119384615 0.419633846154 -0.15111 -0.00731446153846 -1.69294153846 -0.402891538462 -0.166575692308 -0.455597692308 -0.193272692308 3.14719692308 -0.0860815384615 -0.32805 -0.647067692308 0.126153568462 -0.199788946154 0.230044 0.1233684 0.0930256923077 0.0912795384615 -0.291333076923 0.165765769231 0.164236923077 0.320484538462 0.198556615385 -0.0535822307692 -0.504887330769 0.222303 -0.226727692308 -0.169253446154
xypos6973	the student that the lawyers call was meeting the woman	0.2026009 0.278886 -0.24575397 -0.0795917 0.544474 0.0401863 -0.507382 0.104966 -0.203675069 -0.333077 -0.0115276 -0.1741504 -0.3291654 0.0984198 0.40457715 -0.0147014 -0.211392 -0.139869 -0.2223595 -0.1921445 0.1634069 0.412252 0.0098522 -0.00039335 0.001384 -1.99106 -0.317849 -0.0953297 -0.4738668 -0.1289946 3.21225 -0.136508 -0.558345 -0.501772714 0.045941539 -0.23329023 0.231152 -0.0781797 0.1164187 -0.10564073 -0.2669857 0.1564058 -0.142361 0.1433494 0.079506 -0.1377577 -0.27667153 0.017059 -0.0079029 -0.14091758
xypos7283	the woman that helped the man meets the scientists	0.301147111111 0.317101333333 -0.0947744444444 -0.135578666667 0.581354588889 0.205392555556 -0.499626666667 0.0272533333333 0.0767399233333 -0.215381111111 0.188547777778 0.0149962222222 -0.288285888889 0.316776666667 0.3090335 0.0561848888889 0.104308555556 0.00660755555556 -0.425531666667 -0.118247777778 -0.117192555556 0.276705333333 0.0796401111111 -0.0688555555556 0.211824444444 -2.00766666667 -0.554790777778 -0.052199 -0.257714222222 -0.167841111111 3.07591111111 -0.114478444444 -0.47638 -0.383475237778 0.04789071 -0.0738735888889 -0.0943345555556 0.055174 0.185984888889 -0.324610444444 -0.328609333333 0.105828888889 0.0401093333333 -0.0375628888889 0.216220666667 0.0183381111111 -0.0644881444444 -0.200686666667 -0.0324111111111 -0.323941644444
xypos1346	the scientist that calls the student was not sleeping	0.302106444444 0.183455777778 -0.0579694 -0.264676111111 0.401015588889 0.180704333333 -0.513073333333 -0.177087111111 -0.0455728288889 -0.159975 0.184336222222 0.0828315888889 -0.317386177778 0.0351095777778 0.405956777778 0.129697544444 -0.06449 0.14923 -0.309252111111 -0.12968 0.0360668888889 0.435154444444 0.0653933333333 -0.0568187777778 0.2448 -1.86028444444 -0.328295555556 -0.0861051111111 -0.191507 -0.0268845555556 3.00618222222 -0.227575111111 -0.472175555556 -0.561704444444 0.00933602888889 0.0495063111111 0.239967222222 0.0357318888889 0.245012333333 0.0157196666667 -0.167506666667 0.187739777778 -0.152898555556 0.183168333333 0.162465444444 -0.0990280333333 -0.205930022222 -0.0829055555556 0.00851366666667 -0.0608360888889
xypos6076	the lawyer was meeting the men that were sleeping	0.398084222222 0.108988333333 -0.225698888889 -0.073072 0.538456111111 0.0953951111111 -0.546848 0.0691377777778 -0.281413384444 -0.492823444444 0.0805184444444 -0.157605077778 -0.539694333333 -0.0399366666667 0.529914555556 0.0603608888889 -0.127314555556 -0.0551766666667 -0.474258777778 -0.307137555556 0.0465935555556 0.541193333333 0.251438888889 -0.107962222222 -0.0875288888889 -1.70037333333 -0.278585555556 0.0291892222222 -0.303242 -0.0718065555556 3.06243333333 -0.0459633333333 -0.378178888889 -0.372427777778 0.221015917778 -0.0305978 0.332671666667 0.113297 0.0523812222222 0.102947444444 -0.302524444444 0.146918 0.0343692222222 0.185048444444 0.145388222222 -0.121122 -0.537912244444 -0.263967888889 -0.015647 -0.323295088889
xypos4852	the doctors that do not follow the men are being called by the professor	0.397827142857 0.0471734285714 -0.164412114286 -0.225508428571 0.259957785714 0.153348142857 -0.439590142857 -0.120478071429 -0.194262477857 -0.2113457 0.242794157143 0.19938 -0.378745 -0.038365 0.398802964286 0.235642785714 0.136633142857 -0.0928164071429 -0.254637142857 -0.366105214286 -0.154708071429 0.191135357143 0.3951639 0.0861207142857 0.0508210714286 -1.83349571429 -0.552597071429 -0.129204642857 -0.241273428571 -0.334065 3.40997857143 -0.00272857142857 -0.381740928571 -0.627655 0.0300047421429 -0.0885840214286 0.208229142857 0.0849088714286 0.0841495714286 0.0583375714286 -0.276395357143 0.0774347142857 0.0733896478571 0.343193928571 0.185290857143 -0.0400363571429 -0.292430592857 -0.0384273421429 -0.103363142857 -0.0881589142857
xypos7008	the lawyer that the professor did not recommend was meeting the scientists	0.29427425 0.11373975 -0.294536633333 -0.080814 0.390929416667 0.020986925 -0.484940833333 -0.00523791666667 -0.182026724167 -0.289490916667 0.167417 0.1984555 -0.4076225 0.0367933333333 0.435070208333 0.26797175 0.107204916667 -0.183594333333 -0.28868075 -0.236045666667 0.11087825 0.2431675 0.209956216667 -0.235001666667 0.10229 -1.94759166667 -0.347263916667 -0.174897083333 -0.519419833333 -0.124664416667 2.99660833333 -0.276538333333 -0.58195275 -0.706863333333 0.0549662825 -0.332555441667 0.202149083333 0.2830915 0.3159185 0.0071195 -0.2656255 0.1436285 -0.04683175 0.192522083333 0.143220416667 0.0368016166667 -0.224641275 0.237096583333 -0.127166166667 0.0882420166667
xypos3703	the scientists are meeting the lawyer that is being followed by the doctors	0.573553769231 0.0556866923077 -0.165109615385 -0.0470636153846 0.278244076923 0.198468384615 -0.559242776923 -0.0343638461538 -0.0916992838462 -0.211939615385 0.226150230769 0.0191189230769 -0.325471461538 0.0902771538462 0.374390884615 0.149013384615 0.0606187692308 -0.184279384615 -0.343914538462 -0.278556692308 0.0102066923077 0.145324153846 0.301774307692 -0.0730446153846 0.0201918461538 -1.74986461538 -0.376524230769 -0.0588374615385 -0.462260230769 -0.101283615385 3.35679230769 -0.207196923077 -0.29472 -0.632682846154 0.0405331069231 -0.192299715385 0.168881461538 0.140026553846 0.111144923077 0.0379256923077 -0.281421 0.148858076923 -0.00741345615385 0.207048307692 0.165926923077 0.0177582307692 -0.367960407692 0.125331461538 -0.165218615385 -0.204324292308
xypos1880	the students that the scientist is being helped by danced	0.202345 0.083375 -0.081512 -0.3114925 0.30292683 0.1261254 -0.59018061 -0.193587 -0.212221746 0.0077154 0.254556 0.012178 -0.289121 -0.022449 0.2132941 0.01723459 0.1454335 0.148236 -0.4159709 -0.226115 0.0480958 0.3107262 0.1850996 -0.067682 0.1690461 -1.6759454 -0.3551807 -0.1273458 -0.3834862 -0.2422214 3.076838 -0.135351 -0.2513272 -0.659111 -0.039730074 -0.00423582 0.0059598 0.15653 0.0892153 -0.0087547 -0.2003473 0.136887 -0.127483093 0.0042364 0.1380903 -0.08589053 -0.22115282 -0.2455003 -0.2023282 -0.23709758
xypos6955	the lawyers are being recommended by the professor that the students followed	0.236766583333 0.0610616666667 -0.185863641667 -0.24187975 0.215815 0.178893416667 -0.467873333333 -0.183603333333 -0.2093325575 -0.232286666667 0.111204 0.027368 -0.312688333333 -0.133328083333 0.339977708333 -0.0106584166667 -0.0386970833333 -0.113039166667 -0.30940075 -0.317634916667 0.201663916667 0.209186166667 0.286456216667 -0.107116125 -0.106961666667 -1.68515333333 -0.263093666667 -0.234326416667 -0.561279916667 -0.172669166667 3.2723 -0.1970025 -0.231241083333 -0.757233083333 0.140409699167 -0.0689113583333 0.203015833333 0.122858516667 0.117893666667 0.08446 -0.27108775 0.116817083333 0.0332354225 0.304225416667 0.0675725 -0.07669525 -0.259442941667 0.0187489166667 -0.184351416667 -0.17136715
xypos559	the professor that is not being recommended by the woman was dancing	0.164323166667 0.132381666667 -0.40599905 -0.217385666667 0.4148735 0.379965083333 -0.439964675 -0.174878 -0.131120871667 -0.140511666667 0.327089916667 0.1559575 -0.33372825 -0.0322 0.4334135 0.13603275 -0.02699875 0.0980408333333 -0.401822083333 -0.186984166667 0.0176416666667 0.342232833333 0.240108133333 -0.0422575 0.14805925 -1.86591333333 -0.40062075 0.0764661666667 -0.261717916667 -0.1382145 3.1354 -0.317473333333 -0.280996083333 -0.573057178333 0.0339207716667 -0.09168735 0.264645 0.208185666667 0.104245083333 -0.0583666666667 -0.194109916667 0.188193333333 -0.0871404108333 0.0694671 0.0264968333333 -0.168421916667 -0.267489183333 -0.313548333333 0.0264340833333 -0.0298312333333
xypos8403	the professors that sleep did not help the women	0.225429222222 0.132911222222 -0.0277644 -0.340684222222 0.281852111111 0.1269319 -0.333212333333 0.0294973333333 -0.103395606667 -0.152008444444 0.172009333333 0.0763595555556 -0.272254177778 -0.0378918888889 0.519534 0.284022888889 0.0586151111111 -0.130082333333 -0.0882896666667 -0.471875555556 -0.115938 0.471358888889 0.337943333333 0.00422333333333 0.208155955556 -1.70891222222 -0.484614444444 -0.392074 -0.104923111111 -0.35077 3.25543333333 0.452462222222 -0.495116 -0.653452222222 -0.00380052666667 0.0102699777778 0.164083333333 0.112101888889 0.286868111111 -0.0915407777778 -0.388786666667 -0.0231416666667 0.150855444444 0.478930666667 0.237056111111 -0.00966795555556 -0.151112577778 -0.0840888888889 -0.242131222222 -0.0191592
xypos8320	the students are not followed by the lawyers that did not dance	0.246867666667 0.0130858333333 -0.168593491667 -0.156725416667 0.249203333333 0.186491008333 -0.48174 -0.0261505833333 -0.341535038333 -0.0281355833333 0.0959010833333 0.0767705 -0.365441666667 -0.0528930833333 0.478182816667 0.1223355 0.0982675833333 -0.213475 -0.248979916667 -0.59598075 0.117560666667 0.2739445 0.3307025 0.0400880416667 0.0414614166667 -1.67801 -0.49112375 -0.249767833333 -0.24418575 -0.461946666667 3.4736 0.0519808333333 -0.326606666667 -0.631746833333 0.0991061883333 -0.121548433333 0.275603333333 -0.00243306666667 -0.0720789166667 0.0409330833333 -0.31288975 0.0992720833333 -0.00116591666667 0.332281333333 0.0893328333333 -0.0820994666667 -0.29565585 -0.04743275 -0.263844916667 -0.11975715
xypos4749	the student that is helping the women was being called by the scientist	0.198871384615 0.201984615385 -0.104849692308 -0.129299615385 0.371740153846 0.277231307692 -0.523808238462 -0.208939230769 -0.0419346684615 -0.144381669231 0.321300538462 -0.00207692307692 -0.366372692308 -0.0145704615385 0.295685115385 0.0159581461538 0.0912811538462 0.132638307692 -0.383250307692 -0.0223423846154 -0.0441654615385 0.215649538462 0.141326230769 -0.00459307692308 0.0570557384615 -1.89140769231 -0.408032307692 -0.183751307692 -0.334510153846 -0.0781107692308 3.27063384615 -0.227240769231 -0.342900769231 -0.66955 -0.0338328161538 -0.0110299461538 0.0794915384615 0.139403230769 0.0709263076923 -0.114862153846 -0.203213230769 0.0557444615385 -0.0695142253846 -0.0122456153846 0.141631769231 -0.118704253846 -0.309953484615 -0.189176923077 -0.00798484615385 -0.168292523077
